Time [s],Channel 5,Channel 6
509.535728842,0,1
509.538141858,0,0
510.545743654,0,1
510.548156920,0,0
511.555758586,0,1
511.558171602,0,0
512.565773368,0,1
512.568186634,0,0
513.575788212,0,1
513.578201228,0,0
514.585803010,0,1
514.587072594,1,1
514.589704072,0,1
514.589740276,0,0
515.595817862,0,1
515.598230878,0,0
516.605832702,0,1
516.608245968,0,0
517.615847562,0,1
517.618260578,0,0
518.625862354,0,1
518.628275620,0,0
519.635877274,0,1
519.638290290,0,0
520.645892120,0,1
520.648305386,0,0
521.655906970,0,1
521.658319986,0,0
522.665921732,0,1
522.668334750,0,0
523.675936662,0,1
523.678349678,0,0
524.685951438,0,1
524.687221036,1,1
524.689853320,0,1
524.689888704,0,0
525.695966236,0,1
525.698379252,0,0
526.705981112,0,1
526.708394128,0,0
527.715995954,0,1
527.718408972,0,0
528.726010726,0,1
528.728423992,0,0
529.736025590,0,1
529.738438608,0,0
530.746040456,0,1
530.748453722,0,0
531.756055286,0,1
531.758468304,0,0
532.766070122,0,1
532.768483388,0,0
533.776085006,0,1
533.778498022,0,0
534.786099776,0,1
534.787369396,1,1
534.790000986,0,1
534.790037042,0,0
535.796114714,0,1
535.798527730,0,0
536.806129610,0,1
536.808542626,0,0
537.816144442,0,1
537.818557708,0,0
538.826159258,0,1
538.828572274,0,0
539.836174084,0,1
539.838587350,0,0
540.846188986,0,1
540.848602002,0,0
541.856203772,0,1
541.858617040,0,0
542.866218648,0,1
542.868631664,0,0
543.876233446,0,1
543.878646714,0,0
544.886248302,0,1
544.887517820,1,1
544.890149640,0,1
544.890185318,0,0
545.896263012,0,1
545.898676028,0,0
546.906277902,0,1
546.908690918,0,0
547.916292710,0,1
547.918705726,0,0
548.926307494,0,1
548.928720760,0,0
549.936322378,0,1
549.938735394,0,0
550.946337174,0,1
550.948750442,0,0
551.956352072,0,1
551.958765090,0,0
552.966366866,0,1
552.968780132,0,0
553.976381724,0,1
553.978794740,0,0
554.986396520,0,1
554.987666116,1,1
554.990297768,0,1
554.990333784,0,0
555.996411358,0,1
555.998824376,0,0
557.006426146,0,1
557.008839414,0,0
558.016441010,0,1
558.018854028,0,0
559.026455838,0,1
559.028869104,0,0
560.036470724,0,1
560.038883740,0,0
561.046485468,0,1
561.048898734,0,0
562.056500380,0,1
562.058913396,0,0
563.066515170,0,1
563.068928436,0,0
564.076530064,0,1
564.078943080,0,0
565.086544790,0,1
565.087814488,1,1
565.090446090,0,1
565.090482056,0,0
566.096559758,0,1
566.098972774,0,0
567.106574648,0,1
567.108987664,0,0
568.116589422,0,1
568.119002438,0,0
569.126604250,0,1
569.129017516,0,0
570.136619134,0,1
570.139032150,0,0
571.146633920,0,1
571.149047186,0,0
572.156648784,0,1
572.159061800,0,0
573.166663566,0,1
573.169076832,0,0
574.176678444,0,1
574.179091462,0,0
575.186693242,0,1
575.187962828,1,1
575.190594248,0,1
575.190630508,0,0
576.196708048,0,1
576.199121064,0,0
577.206722820,0,1
577.209136086,0,0
578.216737698,0,1
578.219150714,0,0
579.226752528,0,1
579.229165794,0,0
580.236767364,0,1
580.239180382,0,0
581.246782150,0,1
581.249195416,0,0
582.256797048,0,1
582.259210064,0,0
583.266811820,0,1
583.269224836,0,0
584.276826710,0,1
584.279239726,0,0
585.286841540,0,1
585.288111064,1,1
585.290742744,0,1
585.290778556,0,0
586.296856234,0,1
586.299269250,0,0
587.306871000,0,1
587.309284268,0,0
588.316885862,0,1
588.319298880,0,0
589.326900678,0,1
589.329313946,0,0
590.336915544,0,1
590.339328560,0,0
591.346930322,0,1
591.349343588,0,0
592.356945186,0,1
592.359358202,0,0
593.366959966,0,1
593.369372982,0,0
594.376974778,0,1
594.379388044,0,0
595.386989638,0,1
595.388259394,1,1
595.390890998,0,1
595.390926904,0,0
596.397004540,0,1
596.399417556,0,0
597.407019334,0,1
597.409432600,0,0
598.417034224,0,1
598.419447240,0,0
599.427049022,0,1
599.429462290,0,0
600.437063904,0,1
600.439476920,0,0
601.447078730,0,1
601.449491996,0,0
602.457093580,0,1
602.459506598,0,0
603.467108328,0,1
603.469521596,0,0
604.477123176,0,1
604.479536192,0,0
605.487137990,0,1
605.488407654,1,1
605.491039168,0,1
605.491075256,0,0
606.497152758,0,1
606.499565776,0,0
607.507167602,0,1
607.509580868,0,0
608.517182400,0,1
608.519595416,0,0
609.527197228,0,1
609.529610496,0,0
610.537212088,0,1
610.539625104,0,0
611.547226922,0,1
611.549640188,0,0
612.557241738,0,1
612.559654756,0,0
613.567256562,0,1
613.569669828,0,0
614.577271378,0,1
614.578541100,1,1
614.581172732,0,1
614.581208894,0,0
615.587286306,0,1
615.589699322,0,0
616.597301134,0,1
616.599714400,0,0
617.607315970,0,1
617.609728988,0,0
618.617330740,0,1
618.619744006,0,0
619.627345650,0,1
619.629758666,0,0
620.637360452,0,1
620.639773718,0,0
621.647375310,0,1
621.649788326,0,0
622.657390044,0,1
622.659803310,0,0
623.667404966,0,1
623.669817984,0,0
624.677419726,0,1
624.678689286,1,1
624.681321118,0,1
624.681356990,0,0
625.687434484,0,1
625.689847500,0,0
626.697449312,0,1
626.699862580,0,0
627.707464168,0,1
627.709877184,0,0
628.717478970,0,1
628.719892236,0,0
629.727493770,0,1
629.729906786,0,0
630.737508576,0,1
