Time [s],Channel 9,Channel 10,Channel 11
2107.342354720,0,1,0
2107.344818692,0,0,0
2107.811592270,0,0,1
2107.811595096,0,1,1
2107.812352292,0,1,0
2107.814816264,0,0,0
2108.281589842,0,0,1
2108.281592668,0,1,1
2108.282349862,0,1,0
2108.284813836,0,0,0
2108.751586414,0,0,1
2108.751589240,0,1,1
2108.752346436,0,1,0
2108.754810408,0,0,0
2109.221583986,0,0,1
2109.221586810,0,1,1
2109.222344006,0,1,0
2109.224807980,0,0,0
2109.691581558,0,0,1
2109.691584384,0,1,1
2109.692341578,0,1,0
2109.694805552,0,0,0
2110.161579130,0,0,1
2110.161581954,0,1,1
2110.162339150,0,1,0
2110.164803124,0,0,0
2110.631576702,0,0,1
2110.631579526,0,1,1
2110.632336722,0,1,0
2110.634800694,0,0,0
2111.101574274,0,0,1
2111.101577098,0,1,1
2111.102334294,0,1,0
2111.104798266,0,0,0
2111.571570846,0,0,1
2111.571573670,0,1,1
2111.572330866,0,1,0
2111.574794838,0,0,0
2112.041568416,0,0,1
2112.041571242,0,1,1
2112.042328438,0,1,0
2112.044792410,0,0,0
2112.511565988,0,0,1
2112.511568814,0,1,1
2112.512326010,0,1,0
2112.514789982,0,0,0
2112.981563560,0,0,1
2112.981566386,0,1,1
2112.982323580,0,1,0
2112.983694430,1,1,0
2112.985170438,0,1,0
2112.985288428,0,0,0
2113.451562132,0,0,1
2113.451564958,0,1,1
2113.452322152,0,1,0
2113.454786126,0,0,0
2113.921559704,0,0,1
2113.921562528,0,1,1
2113.922319724,0,1,0
2113.924783698,0,0,0
2114.391556276,0,0,1
2114.391559102,0,1,1
2114.392316296,0,1,0
2114.394780270,0,0,0
2114.861553848,0,0,1
2114.861556672,0,1,1
2114.862313868,0,1,0
2114.864777842,0,0,0
2115.331551420,0,0,1
2115.331554244,0,1,1
2115.332311440,0,1,0
2115.334775414,0,0,0
2115.801548992,0,0,1
2115.801551816,0,1,1
2115.802309012,0,1,0
2115.804772986,0,0,0
2116.271546562,0,0,1
2116.271549388,0,1,1
2116.272306584,0,1,0
2116.274770556,0,0,0
2116.741544136,0,0,1
2116.741546960,0,1,1
2116.742304156,0,1,0
2116.744768128,0,0,0
2117.211541706,0,0,1
2117.211544532,0,1,1
2117.212301728,0,1,0
2117.214765700,0,0,0
2117.681538278,0,0,1
2117.681541102,0,1,1
2117.682298298,0,1,0
2117.684762272,0,0,0
2118.151535850,0,0,1
2118.151538674,0,1,1
2118.152295870,0,1,0
2118.154759842,0,0,0
2118.621533422,0,0,1
2118.621536246,0,1,1
2118.622293442,0,1,0
2118.624757416,0,0,0
2119.091530994,0,0,1
2119.091533818,0,1,1
2119.092291014,0,1,0
2119.094754986,0,0,0
2119.561528564,0,0,1
2119.561531390,0,1,1
2119.562288586,0,1,0
2119.564752558,0,0,0
2120.031526136,0,0,1
2120.031528960,0,1,1
2120.032286156,0,1,0
2120.034750130,0,0,0
2120.501522708,0,0,1
2120.501525532,0,1,1
2120.502282728,0,1,0
2120.503653048,1,1,0
2120.505129056,0,1,0
2120.505247076,0,0,0
2120.971520280,0,0,1
2120.971523104,0,1,1
2120.972280300,0,1,0
2120.974744272,0,0,0
2121.441517850,0,0,1
2121.441520676,0,1,1
2121.442277872,0,1,0
2121.444741844,0,0,0
2121.911515422,0,0,1
2121.911518246,0,1,1
2121.912275442,0,1,0
2121.914739416,0,0,0
2122.381512994,0,0,1
2122.381515818,0,1,1
2122.382273014,0,1,0
2122.384736986,0,0,0
2122.851510566,0,0,1
2122.851513390,0,1,1
2122.852270586,0,1,0
2122.854734558,0,0,0
2123.321508138,0,0,1
2123.321510962,0,1,1
2123.322268158,0,1,0
2123.324732130,0,0,0
2123.791504708,0,0,1
2123.791507534,0,1,1
2123.792264730,0,1,0
2123.794728702,0,0,0
2124.261502280,0,0,1
2124.261505106,0,1,1
2124.262262302,0,1,0
2124.264726274,0,0,0
2124.731499852,0,0,1
2124.731502678,0,1,1
2124.732259874,0,1,0
2124.734723846,0,0,0
2125.201497426,0,0,1
2125.201500250,0,1,1
2125.202257446,0,1,0
2125.204721418,0,0,0
2125.671494996,0,0,1
2125.671497822,0,1,1
2125.672255018,0,1,0
2125.674718990,0,0,0
2126.141492568,0,0,1
2126.141495394,0,1,1
2126.142252588,0,1,0
2126.144716562,0,0,0
2126.611489142,0,0,1
2126.611491966,0,1,1
2126.612249162,0,1,0
2126.614713134,0,0,0
2127.081486714,0,0,1
2127.081489538,0,1,1
2127.082246734,0,1,0
2127.084710710,0,0,0
2127.551484286,0,0,1
2127.551487110,0,1,1
2127.552244306,0,1,0
2127.554708278,0,0,0
2128.021481858,0,0,1
2128.021484682,0,1,1
2128.022241878,0,1,0
2128.024705852,0,0,0
2128.491479430,0,0,1
2128.491482256,0,1,1
2128.492239452,0,1,0
2128.494703424,0,0,0
2128.961477002,0,0,1
2128.961479828,0,1,1
2128.962237024,0,1,0
2128.964700996,0,0,0
2129.431473576,0,0,1
2129.431476400,0,1,1
2129.432233596,0,1,0
2129.434697568,0,0,0
2129.901471148,0,0,1
2129.901473972,0,1,1
2129.902231168,0,1,0
2129.903601318,1,1,0
2129.905077326,0,1,0
2129.905195516,0,0,0
2130.371468722,0,0,1
2130.371471546,0,1,1
2130.372228742,0,1,0
2130.374692714,0,0,0
2130.841466294,0,0,1
2130.841469118,0,1,1
2130.842226314,0,1,0
2130.844690286,0,0,0
2131.311463866,0,0,1
2131.311466692,0,1,1
2131.312223886,0,1,0
2131.314687860,0,0,0
2131.781461440,0,0,1
2131.781464264,0,1,1
2131.782221460,0,1,0
2131.784685432,0,0,0
2132.251459012,0,0,1
2132.251461838,0,1,1
2132.252219034,0,1,0
2132.254683006,0,0,0
2132.721455586,0,0,1
2132.721458410,0,1,1
2132.722215606,0,1,0
2132.724679578,0,0,0
2133.191453158,0,0,1
2133.191455984,0,1,1
2133.192213180,0,1,0
2133.194677152,0,0,0
2133.661450732,0,0,1
2133.661453556,0,1,1
2133.662210752,0,1,0
2133.664674726,0,0,0
2134.131448306,0,0,1
2134.131451130,0,1,1
2134.132208326,0,1,0
2134.134672298,0,0,0
2134.601445878,0,0,1
2134.601448702,0,1,1
2134.602205898,0,1,0
2134.604669872,0,0,0
2135.071443452,0,0,1
2135.071446276,0,1,1
2135.072203472,0,1,0
2135.074667444,0,0,0
2135.541440026,0,0,1
2135.541442850,0,1,1
2135.542200044,0,1,0
2135.544664018,0,0,0
2136.011437598,0,0,1
2136.011440424,0,1,1
2136.012197618,0,1,0
2136.014661592,0,0,0
2136.481435172,0,0,1
2136.481437996,0,1,1
2136.482195192,0,1,0
2136.484659164,0,0,0
2136.951432746,0,0,1
2136.951435570,0,1,1
2136.952192766,0,1,0
2136.954656738,0,0,0
2137.421430318,0,0,1
2137.421433144,0,1,1
2137.422190338,0,1,0
2137.424654312,0,0,0
2137.891427892,0,0,1
2137.891430716,0,1,1
2137.892187912,0,1,0
2137.894651884,0,0,0
2138.361425464,0,0,1
2138.361428290,0,1,1
2138.362185486,0,1,0
2138.363554762,1,1,0
2138.365030770,0,1,0
2138.365149082,0,0,0
2138.831421038,0,0,1
2138.831423862,0,1,1
2138.832181058,0,1,0
2138.834645032,0,0,0
2139.301418610,0,0,1
2139.301421436,0,1,1
2139.302178632,0,1,0
2139.304642604,0,0,0
2139.771416184,0,0,1
2139.771419008,0,1,1
2139.772176204,0,1,0
2139.774640178,0,0,0
2140.241413756,0,0,1
2140.241416582,0,1,1
2140.242173776,0,1,0
2140.244637750,0,0,0
2140.711411330,0,0,1
2140.711414154,0,1,1
2140.712171350,0,1,0
2140.714635322,0,0,0
2141.181408902,0,0,1
2141.181411728,0,1,1
2141.182168922,0,1,0
2141.184632896,0,0,0
2141.651405476,0,0,1
2141.651408300,0,1,1
2141.652165496,0,1,0
2141.654629468,0,0,0
2142.121403048,0,0,1
2142.121405872,0,1,1
2142.122163068,0,1,0
2142.124627042,0,0,0
2142.591400620,0,0,1
2142.591403446,0,1,1
2142.592160642,0,1,0
2142.594624614,0,0,0
2143.061398194,0,0,1
2143.061401018,0,1,1
2143.062158214,0,1,0
2143.064622186,0,0,0
2143.531395766,0,0,1
2143.531398590,0,1,1
2143.532155786,0,1,0
2143.534619760,0,0,0
2144.001393338,0,0,1
2144.001396164,0,1,1
2144.002153360,0,1,0
2144.004617332,0,0,0
2144.471390912,0,0,1
2144.471393736,0,1,1
2144.472150932,0,1,0
2144.474614904,0,0,0
2144.941387484,0,0,1
2144.941390308,0,1,1
2144.942147504,0,1,0
2144.944611478,0,0,0
2145.411385056,0,0,1
2145.411387882,0,1,1
2145.412145078,0,1,0
2145.414609050,0,0,0
2145.881382628,0,0,1
2145.881385454,0,1,1
2145.882142650,0,1,0
2145.884606622,0,0,0
2146.351380202,0,0,1
2146.351383026,0,1,1
2146.352140222,0,1,0
2146.353510788,1,1,0
2146.354986796,0,1,0
2146.355105070,0,0,0
2146.821377774,0,0,1
2146.821380598,0,1,1
2146.822137794,0,1,0
2146.824601768,0,0,0
2147.291375346,0,0,1
2147.291378172,0,1,1
2147.292135368,0,1,0
2147.294599340,0,0,0
2147.761371920,0,0,1
2147.761374744,0,1,1
2147.762131940,0,1,0
2147.764595912,0,0,0
2148.231369492,0,0,1
2148.231372316,0,1,1
2148.232129512,0,1,0
2148.234593484,0,0,0
2148.701367064,0,0,1
2148.701369888,0,1,1
2148.702127084,0,1,0
2148.704591058,0,0,0
2149.171364636,0,0,1
2149.171367462,0,1,1
2149.172124656,0,1,0
2149.174588630,0,0,0
2149.641362208,0,0,1
2149.641365034,0,1,1
2149.642122228,0,1,0
2149.644586202,0,0,0
2150.111359782,0,0,1
2150.111362606,0,1,1
2150.112119800,0,1,0
2150.114583774,0,0,0
2150.581356354,0,0,1
2150.581359178,0,1,1
2150.582116374,0,1,0
2150.584580346,0,0,0
2151.051353926,0,0,1
2151.051356750,0,1,1
2151.052113946,0,1,0
2151.054577920,0,0,0
2151.521351498,0,0,1
2151.521354322,0,1,1
2151.522111520,0,1,0
2151.524575492,0,0,0
2151.991349072,0,0,1
2151.991351896,0,1,1
2151.992109092,0,1,0
2151.994573064,0,0,0
2152.461346644,0,0,1
2152.461349468,0,1,1
2152.462106664,0,1,0
2152.464570638,0,0,0
2152.931344216,0,0,1
2152.931346854,0,1,1
2152.932104238,0,1,0
2152.934568022,0,0,0
2153.401341790,0,0,1
2153.401344614,0,1,1
2153.402101810,0,1,0
2153.404565782,0,0,0
2153.871338362,0,0,1
2153.871341186,0,1,1
2153.872098382,0,1,0
2153.874562356,0,0,0
2154.341335934,0,0,1
2154.341338760,0,1,1
2154.342095954,0,1,0
2154.343466814,1,1,0
2154.344942824,0,1,0
2154.345060802,0,0,0
2154.811334508,0,0,1
2154.811337332,0,1,1
2154.812094528,0,1,0
2154.814558500,0,0,0
2155.281332080,0,0,1
2155.281334904,0,1,1
2155.282092100,0,1,0
2155.284556074,0,0,0
2155.751329652,0,0,1
2155.751332478,0,1,1
2155.752089674,0,1,0
2155.754553646,0,0,0
2156.221327226,0,0,1
2156.221330050,0,1,1
2156.222087246,0,1,0
2156.224551218,0,0,0
2156.691323798,0,0,1
2156.691326624,0,1,1
2156.692083820,0,1,0
2156.694547792,0,0,0
2157.161321372,0,0,1
2157.161324196,0,1,1
2157.162081392,0,1,0
2157.164545364,0,0,0
2157.631318944,0,0,1
2157.631321770,0,1,1
2157.632078964,0,1,0
2157.634542938,0,0,0
2158.101316518,0,0,1
2158.101319342,0,1,1
2158.102076538,0,1,0
2158.104540510,0,0,0
2158.571314090,0,0,1
2158.571316916,0,1,1
2158.572074110,0,1,0
2158.574538084,0,0,0
2159.041311662,0,0,1
2159.041314488,0,1,1
2159.042071684,0,1,0
2159.044535656,0,0,0
2159.511309236,0,0,1
2159.511312060,0,1,1
2159.512069256,0,1,0
2159.514533228,0,0,0
2159.981305808,0,0,1
2159.981308632,0,1,1
2159.982065828,0,1,0
2159.984529802,0,0,0
2160.451303382,0,0,1
2160.451306206,0,1,1
2160.452063402,0,1,0
2160.454527374,0,0,0
2160.921300954,0,0,1
2160.921303778,0,1,1
2160.922060974,0,1,0
2160.924524946,0,0,0
2161.391298526,0,0,1
2161.391301352,0,1,1
2161.392058546,0,1,0
2161.394522520,0,0,0
2161.861296100,0,0,1
2161.861298924,0,1,1
2161.862056120,0,1,0
2161.864520092,0,0,0
2162.331293672,0,0,1
2162.331296498,0,1,1
2162.332053692,0,1,0
2162.334517666,0,0,0
2162.801291244,0,0,1
2162.801294070,0,1,1
2162.802051266,0,1,0
2162.803420252,1,1,0
2162.804896260,0,1,0
2162.805014862,0,0,0
2163.271286818,0,0,1
2163.271289642,0,1,1
2163.272046838,0,1,0
2163.274510812,0,0,0
2163.741284390,0,0,1
2163.741287216,0,1,1
2163.742044412,0,1,0
2163.744508384,0,0,0
2164.211281964,0,0,1
2164.211284788,0,1,1
2164.212041984,0,1,0
2164.214505956,0,0,0
2164.681279536,0,0,1
2164.681282360,0,1,1
2164.682039558,0,1,0
2164.684503530,0,0,0
2165.151277108,0,0,1
2165.151279934,0,1,1
2165.152037130,0,1,0
2165.154501102,0,0,0
2165.621274682,0,0,1
2165.621277508,0,1,1
2165.622034702,0,1,0
2165.624498676,0,0,0
2166.091271256,0,0,1
2166.091274080,0,1,1
2166.092031276,0,1,0
2166.094495248,0,0,0
2166.561268828,0,0,1
2166.561271654,0,1,1
2166.562028850,0,1,0
2166.564492822,0,0,0
2167.031266402,0,0,1
2167.031269226,0,1,1
2167.032026422,0,1,0
2167.034490396,0,0,0
2167.501263976,0,0,1
2167.501266800,0,1,1
2167.502023996,0,1,0
2167.504487968,0,0,0
2167.971261548,0,0,1
2167.971264372,0,1,1
2167.972021570,0,1,0
2167.974485542,0,0,0
2168.441259122,0,0,1
2168.441261946,0,1,1
2168.442019142,0,1,0
2168.444483116,0,0,0
2168.911255696,0,0,1
2168.911258520,0,1,1
2168.912015716,0,1,0
2168.914479688,0,0,0
2169.381253268,0,0,1
2169.381256094,0,1,1
2169.382013288,0,1,0
2169.384477262,0,0,0
2169.851250842,0,0,1
2169.851253666,0,1,1
2169.852010862,0,1,0
2169.854474836,0,0,0
2170.321248416,0,0,1
2170.321251240,0,1,1
2170.322008436,0,1,0
2170.323378864,1,1,0
2170.324854872,0,1,0
2170.324972782,0,0,0
2170.791245988,0,0,1
2170.791248814,0,1,1
2170.792006008,0,1,0
2170.794469982,0,0,0
2171.261243562,0,0,1
2171.261246386,0,1,1
